title,directedBy,starring,avgRating,imdbId,item_id,votos,labels,metadata
Seize the Day (1986),['fieldercook'],"['robinwilliams', 'richardb.shull', 'davidbickford']",3.47414,tt0091920,6206,57.0,"['books', 'bankrobbery', 'mentalhospital', 'hiphop', 'beautifulscenery', 'islam', 'veryinteresting', 'literature', 'harsh', 'movielenstoppick']",fieldercook robinwilliams richardb.shull davidbickfordbooks bankrobbery mentalhospital hiphop beautifulscenery islam veryinteresting literature harsh movielenstoppick
"Slaughter Rule, The (2002)","['alexsmith', 'andrewj.smith']","['ryangosling', 'davidmorse', 'cleaduvall']",2.83036,tt0266971,6207,56.0,[],alexsmith andrewj.smith ryangosling davidmorse cleaduvall
Teenagers from Outer Space (1959),['tomgraeff'],"['davidlove', 'dawnbender', 'bryangrant']",1.99561,tt0053337,6208,109.0,"['monster', 'original', 'aliens', 'alieninvasion', 'teens', 'scifi', 'basedonavideogame', 'alien', 'teen', 'catastrophe']",tomgraeff davidlove dawnbender bryangrantmonster original aliens alieninvasion teens scifi basedonavideogame alien teen catastrophe
Trouble Bound (1993),['jeffreyreiner'],"['michaelmadsen', 'patriciaarquette', 'saljenco']",1.66667,tt0105645,6209,6.0,[],jeffreyreiner michaelmadsen patriciaarquette saljenco
Volcano High (Whasango) (2001),['tae-gyunkim'],"['hyukjang', 'min-ashin', 'su-rokim']",3.15714,tt0301429,6210,124.0,"['original', 'weird', 'storytelling', 'foreign']",tae-gyunkim hyukjang min-ashin su-rokimoriginal weird storytelling foreign
Ten (2002),['abbaskiarostami'],"['maniaakbari', 'aminmaher']",3.63542,tt0301978,6211,127.0,"['arthouse', 'art', 'divorce', 'criterion', 'women', 'creativity']",abbaskiarostami maniaakbari aminmaherarthouse art divorce criterion women creativity
Bringing Down the House (2003),['adamshankman'],"['stevemartin', 'queenlatifah', 'eugenelevy']",2.72967,tt0305669,6212,1368.0,"['newjersey', 'prisonescape', 'pg-13', 'prison', 'girliemovie', 'teens', 'deathpenalty', 'lawyer', 'catastrophe', 'lawyers']",adamshankman stevemartin queenlatifah eugenelevynewjersey prisonescape pg-13 prison girliemovie teens deathpenalty lawyer catastrophe lawyers
Tears of the Sun (2003),['antoinefuqua'],"['brucewillis', 'monicabellucci', 'colehauser']",3.21552,tt0314353,6213,2098.0,"['realisticaction', 'war', 'bestwarfilms', 'pg-13', 'basedonavideogame', 'good', 'africa', 'jungle', 'plotholes', 'military']",antoinefuqua brucewillis monicabellucci colehauserrealisticaction war bestwarfilms pg-13 basedonavideogame good africa jungle plotholes military
Irreversible (Irréversible) (2002),['gasparnoé'],"['monicabellucci', 'vincentcassel', 'albertdupontel']",3.60327,tt0290673,6214,1945.0,"['nonlinear', 'controversial', 'arthouse', 'pornography', 'original', 'art', 'weird', 'thought-provoking', 'nocturnal', 'veryinteresting']",gasparnoé monicabellucci vincentcassel albertdupontelnonlinear controversial arthouse pornography original art weird thought-provoking nocturnal veryinteresting
Laurel Canyon (2002),['lisacholodenko'],"['francesmcdormand', 'christianbale', 'katebeckinsale']",3.37776,tt0298408,6215,663.0,"['midlifecrisis', 'pg-13', 'original', 'nudity(topless-notable)', 'independentfilm', 'relationships', 'catastrophe', 'oscar(bestsupportingactress)']",lisacholodenko francesmcdormand christianbale katebeckinsalemidlifecrisis pg-13 original nudity(topless-notable) independentfilm relationships catastrophe oscar(bestsupportingactress)
Nowhere in Africa (Nirgendwo in Afrika) (2001),['carolinelink'],"['julianeköhler', 'merabninidze', 'sidedeonyulo']",3.8784,tt0161860,6216,721.0,"['adolescence', 'worldpolitics', 'pg-13', 'books', 'germany', 'original', 'wartime', 'jews', 'wwii', 'veryinteresting']",carolinelink julianeköhler merabninidze sidedeonyuloadolescence worldpolitics pg-13 books germany original wartime jews wwii veryinteresting
"Safety of Objects, The (2001)",['rosetroche'],"['glennclose', 'dermotmulroney', 'jessicacampbell']",3.31471,tt0256359,6217,163.0,"['nonlinear', 'ensemblecast', 'cultclassic', 'pg-13', 'obsession', 'darkhumor', 'original', 'secrets', 'greatsoundtrack', 'goodsoundtrack']",rosetroche glennclose dermotmulroney jessicacampbellnonlinear ensemblecast cultclassic pg-13 obsession darkhumor original secrets greatsoundtrack goodsoundtrack
Bend It Like Beckham (2002),['gurinderchadha'],"['parmindernagra', 'keiraknightley', 'jonathanrhysmeyers']",3.4593,tt0286499,6218,9787.0,"['adolescence', 'newjersey', 'gaycharacter', 'pg-13', 'england', 'indians', 'original', 'feelgoodmovie', 'girliemovie', 'soccer']",gurinderchadha parmindernagra keiraknightley jonathanrhysmeyersadolescence newjersey gaycharacter pg-13 england indians original feelgoodmovie girliemovie soccer
"Hunted, The (2003)",['williamfriedkin'],"['tommyleejones', 'beniciodeltoro', 'connienielsen']",2.93517,tt0269347,6219,758.0,"['survival', 'hunting', 'pg-13', 'indians', 'original', 'chase', 'wilderness', 'violence', 'assassin', 'weapons']",williamfriedkin tommyleejones beniciodeltoro connienielsensurvival hunting pg-13 indians original chase wilderness violence assassin weapons
Willard (2003),['glenmorgan'],"['crispinglover', 'r.leeermey', 'lauraharring']",2.84984,tt0310357,6220,590.0,"['original', 'weird', 'teens', 'creepy', 'remake', 'horror', 'rats', 'revenge', 'vengeance', 'allegory']",glenmorgan crispinglover r.leeermey lauraharringoriginal weird teens creepy remake horror rats revenge vengeance allegory
Gaudi Afternoon (2001),['susanseidelman'],"['judydavis', 'marciagayharden', 'lilitaylor']",2.96721,tt0235412,6221,61.0,"['mystery', 'gaycharacter', 'worldpolitics', 'books', 'detective', 'chase', 'islam', 'complicated', 'nudity(topless-notable)', 'antarctica']",susanseidelman judydavis marciagayharden lilitaylormystery gaycharacter worldpolitics books detective chase islam complicated nudity(topless-notable) antarctica
Prozac Nation (2001),['erikskjoldbjærg'],"['christinaricci', 'anneheche', 'michellewilliams']",3.19419,tt0236640,6222,386.0,"['mentalillness', 'psychological', 'pg-13', 'books', 'obsession', 'original', 'adaptation', 'art', 'alternateendings', 'veryinteresting']",erikskjoldbjærg christinaricci anneheche michellewilliamsmentalillness psychological pg-13 books obsession original adaptation art alternateendings veryinteresting
Spun (2001),['jonasåkerlund'],"['jasonschwartzman', 'mickeyrourke', 'brittanymurphy']",3.40306,tt0283003,6223,878.0,"['drugs', 'original', 'addiction', 'weird', 'veryinteresting', 'harsh', 'nudity(topless-notable)', 'independentfilm', 'strippers', 'drugabuse']",jonasåkerlund jasonschwartzman mickeyrourke brittanymurphydrugs original addiction weird veryinteresting harsh nudity(topless-notable) independentfilm strippers drugabuse
Under the Skin of the City (Zir-e-poost-e Shahr) (2001),['rakhshanbanietemad'],"['golabadineh', 'mohammadrezaforutan', 'barankosari']",2.86667,tt0250125,6224,15.0,[],rakhshanbanietemad golabadineh mohammadrezaforutan barankosari
King of Kings (1961),['nicholasray'],"['jeffreyhunter', 'siobhanmckenna']",3.18235,tt0055047,6225,83.0,"['original', 'christianity', 'teens', '70mm', 'israel', 'biblical', 'basedonabook', 'christian', 'alternateuniverse', 'epic']",nicholasray jeffreyhunter siobhanmckennaoriginal christianity teens 70mm israel biblical basedonabook christian alternateuniverse epic
"Lost Honor of Katharina Blum, The (Verlorene Ehre der Katharina Blum oder: Wie Gewalt entstehen und wohin sie führen kann, Die) (1975)","['volkerschlöndorff', 'margarethevontrotta']","['angelawinkler', 'jürgenprochnow', 'marioadorf']",3.69811,tt0073858,6226,150.0,"['bankrobbery', 'hospital', 'drinking', 'loneliness', 'downbeat', 'harsh', 'surveillance', 'police', 'independentfilm', 'criterion']",volkerschlöndorff margarethevontrotta angelawinkler jürgenprochnow marioadorfbankrobbery hospital drinking loneliness downbeat harsh surveillance police independentfilm criterion
Loving You (1957),['halkanter'],"['elvispresley', 'lizabethscott', 'wendellcorey']",2.97826,tt0050659,6227,22.0,[],halkanter elvispresley lizabethscott wendellcorey
"Talk of the Town, The (1942)",['georgestevens'],"['carygrant', 'jeanarthur', 'ronaldcolman']",3.75954,tt0035417,6228,251.0,"['screwball', 'pg-13', 'original', 'comedy', 'imdbtop250', 'criterion', 'computeranimation', 'murder', 'catastrophe', 'life&death']",georgestevens carygrant jeanarthur ronaldcolmanscrewball pg-13 original comedy imdbtop250 criterion computeranimation murder catastrophe life&death
Two-Lane Blacktop (1971),['montehellman'],"['jamestaylor', 'denniswilson', 'warrenoates']",3.59176,tt0067893,6229,238.0,"['cultclassic', 'obsession', 'art', 'weird', 'roadmovie', 'chase', 'drinking', 'downbeat', 'harsh', 'independentfilm']",montehellman jamestaylor denniswilson warrenoatescultclassic obsession art weird roadmovie chase drinking downbeat harsh independentfilm
Bang the Drum Slowly (1973),['johnd.hancock'],"['michaelmoriarty', 'robertdeniro', 'vincentgardenia']",3.65805,tt0069765,6230,340.0,"['worldpolitics', 'books', 'original', 'dramatic', 'adaptation', 'literaryadaptation', 'terminalillness', 'unlikelyfriendships', 'adaptedfrom:book', 'friendship']",johnd.hancock michaelmoriarty robertdeniro vincentgardeniaworldpolitics books original dramatic adaptation literaryadaptation terminalillness unlikelyfriendships adaptedfrom:book friendship
"Benny Goodman Story, The (1955)",['valentinedavies'],"['steveallen', 'donnareed', 'bertagersten']",3.41603,tt0047873,6231,127.0,"['pg-13', 'original', 'art', 'biography', 'jazz', 'alternateendings', 'specialeffects', 'happyending', 'biographical', 'sciencefiction']",valentinedavies steveallen donnareed bertagerstenpg-13 original art biography jazz alternateendings specialeffects happyending biographical sciencefiction
Born Free (1966),"['jameshill', 'tommcgowan']","['virginiamckenna', 'billtravers', 'geoffreykeen']",3.40437,tt0060182,6232,362.0,"['pg-13', 'books', 'animalmovie', 'indians', 'courage', 'lions', 'good', '70mm', 'basedonbook', 'oscar(bestsound)']",jameshill tommcgowan virginiamckenna billtravers geoffreykeenpg-13 books animalmovie indians courage lions good 70mm basedonbook oscar(bestsound)
Born Yesterday (1993),['luismandoki'],"['melaniegriffith', 'johngoodman', 'donjohnson']",2.79958,tt0106466,6233,234.0,"['pg-13', 'original', 'basedonavideogame', 'good', 'remake', 'politics', 'catastrophe', 'computergame', 'political']",luismandoki melaniegriffith johngoodman donjohnsonpg-13 original basedonavideogame good remake politics catastrophe computergame political
Equus (1977),['sidneylumet'],"['richardburton', 'peterfirth', 'colinblakely']",3.39356,tt0075995,6234,192.0,"['psychological', 'controversial', 'obsession', 'pornography', 'nudity(fullfrontal-brief)', 'sexual', 'psychiatrist', 'weird', 'nudity', 'nocturnal']",sidneylumet richardburton peterfirth colinblakelypsychological controversial obsession pornography nudity(fullfrontal-brief) sexual psychiatrist weird nudity nocturnal
Europa Europa (Hitlerjunge Salomon) (1990),['agnieszkaholland'],"['marcohofschneider', 'juliedelpy', 'renéhofschneider']",3.93515,tt0099776,6235,1031.0,"['survival', 'pg-13', 'books', 'germany', 'indians', 'original', 'dramatic', 'nazi', 'basedontruestory', 'courage']",agnieszkaholland marcohofschneider juliedelpy renéhofschneidersurvival pg-13 books germany indians original dramatic nazi basedontruestory courage
Fear Strikes Out (1957),['robertmulligan'],"['anthonyperkins', 'karlmalden', 'normamoore']",3.5,tt0050383,6236,69.0,"['cultclassic', 'pg-13', 'books', 'obsession', 'original', 'goodsoundtrack', 'bankrobbery', 'plottwist', 'adaptedfrom:book', 'fantasyworld']",robertmulligan anthonyperkins karlmalden normamoorecultclassic pg-13 books obsession original goodsoundtrack bankrobbery plottwist adaptedfrom:book fantasyworld
"Glenn Miller Story, The (1953)",['anthonymann'],"['jamesstewart', 'juneallyson', 'harrymorgan']",3.67367,tt0047030,6237,348.0,"['pg-13', 'original', 'goodsoundtrack', 'biography', 'good', 'greatmovie', 'sentimental', 'specialeffects', 'biographical', 'catastrophe']",anthonymann jamesstewart juneallyson harrymorganpg-13 original goodsoundtrack biography good greatmovie sentimental specialeffects biographical catastrophe
Green Card (1990),['peterweir'],"['gérarddepardieu', 'andiemacdowell', 'bebeneuwirth']",2.98566,tt0099699,6238,1461.0,"['pg-13', 'original', 'romantic', 'good', 'love', 'happyending', 'catastrophe', 'socialcommentary']",peterweir gérarddepardieu andiemacdowell bebeneuwirthpg-13 original romantic good love happyending catastrophe socialcommentary
Journey to the Center of the Earth (1959),['henrylevin'],"['jamesmason', 'patboone', 'arlenedahl']",3.42308,tt0052948,6239,782.0,"['original', 'highfantasy', 'adaptedfrom:book', 'fantasyworld', 'talky', 'dragons', 'basedonbook', 'lifephilosophy', 'basedonabook', 'specialeffects']",henrylevin jamesmason patboone arlenedahloriginal highfantasy adaptedfrom:book fantasyworld talky dragons basedonbook lifephilosophy basedonabook specialeffects
One Good Cop (1991),['heywoodgould'],"['michaelkeaton', 'renerusso', 'anthonylapaglia']",2.85145,tt0102593,6240,134.0,"['intense', 'pg-13', 'original', 'chase', 'islam', 'basedonavideogame', 'good', 'sentimental', 'specialeffects', 'actionpacked']",heywoodgould michaelkeaton renerusso anthonylapagliaintense pg-13 original chase islam basedonavideogame good sentimental specialeffects actionpacked
Pauline at the Beach (Pauline à la Plage) (1983),['ericrohmer'],"['amandalanglet', 'arielledombasle', 'pascalgreggory']",3.57583,tt0086087,6241,192.0,"['affectionate', 'teenagers', 'holiday', 'criterion', 'love', 'relationships']",ericrohmer amandalanglet arielledombasle pascalgreggoryaffectionate teenagers holiday criterion love relationships
Ringu (Ring) (1998),['hideonakata'],"['nanakomatsushima', 'mikinakatani', 'hiroyukisanada']",3.59502,tt0178868,6242,3241.0,"['eerie', 'psychological', 'scary', 'grim', 'atmospheric', 'original', 'weird', 'nocturnal', 'veryinteresting', 'downbeat']",hideonakata nanakomatsushima mikinakatani hiroyukisanadaeerie psychological scary grim atmospheric original weird nocturnal veryinteresting downbeat
Ringu 2 (Ring 2) (1999),['hideonakata'],"['mikinakatani', 'hitomisato', 'kyôkofukada']",3.05224,tt0218553,6243,449.0,"['scary', 'sequels', 'original', 'teens', 'supernatural', 'horror', 'sequel']",hideonakata mikinakatani hitomisato kyôkofukadascary sequels original teens supernatural horror sequel
Salaam Bombay! (1988),['miranair'],"['shafiqsyed', 'hansavithal', 'chandasharma']",3.86156,tt0096028,6244,368.0,"['drugs', 'humanity', 'original', 'addiction', 'prostitution', 'runaway', 'islam', 'heroin', 'downbeat', 'poverty']",miranair shafiqsyed hansavithal chandasharmadrugs humanity original addiction prostitution runaway islam heroin downbeat poverty
Sweet Charity (1969),['bobfosse'],"['shirleymaclaine', 'johnmcmartin', 'sammydavisjr.']",3.25263,tt0065054,6245,184.0,"['original', 'prostitution', 'dance', 'musical', 'catastrophe', 'camp', 'dancing']",bobfosse shirleymaclaine johnmcmartin sammydavisjr.original prostitution dance musical catastrophe camp dancing
Talent for the Game (1991),['robertm.young'],"['edwardjamesolmos', 'lorrainebracco', 'jeffcorbett']",3.0,tt0103036,6246,26.0,[],robertm.young edwardjamesolmos lorrainebracco jeffcorbett
Women in Love (1969),['kenrussell'],"['glendajackson', 'jennielinden', 'alanbates']",3.65367,tt0066579,6247,211.0,"['1920s', 'original', 'darkcomedy', 'sexual', 'sisters', 'marriage', 'talky', 'intimate', 'blackcomedy', 'criterion']",kenrussell glendajackson jennielinden alanbates1920s original darkcomedy sexual sisters marriage talky intimate blackcomedy criterion
Japon (a.k.a. Japan) (Japón) (2002),['carlosreygadas'],"['alejandroferretis', 'magdalenaflores', 'yolandavilla']",3.17969,tt0322824,6248,60.0,"['solitude', 'islam', 'criterion', 'malenudity', 'sacrifice', 'catastrophe', 'goldenpalm']",carlosreygadas alejandroferretis magdalenaflores yolandavillasolitude islam criterion malenudity sacrifice catastrophe goldenpalm
Boat Trip (2003),['mortnathan'],"['cubagoodingjr.', 'horatiosanz', 'roselynsanchez']",2.31138,tt0285462,6249,442.0,"['gaycharacter', 'gay', 'pg-13', 'homosexuality', 'comedy', 'basedonavideogame', 'homophobia', 'catastrophe', 'computergame', 'crossdressing']",mortnathan cubagoodingjr. horatiosanz roselynsanchezgaycharacter gay pg-13 homosexuality comedy basedonavideogame homophobia catastrophe computergame crossdressing
Dreamcatcher (2003),['lawrencekasdan'],"['morganfreeman', 'thomasjane', 'jasonlee']",2.70142,tt0285531,6250,2286.0,"['books', 'original', 'mars', 'aliens', 'weird', 'alieninvasion', 'basedonavideogame', 'spacetravel', 'alien', 'basedonabook']",lawrencekasdan morganfreeman thomasjane jasonleebooks original mars aliens weird alieninvasion basedonavideogame spacetravel alien basedonabook
Piglet's Big Movie (2003),['francisglebas'],"['johnfiedler', 'jimcummings', 'andrestojka']",2.64875,tt0323642,6251,253.0,"['disney', 'original', 'cute', 'children', 'animated', 'computeranimation', 'disneyanimatedfeature', 'catastrophe', 'animation', 'kidsandfamily']",francisglebas johnfiedler jimcummings andrestojkadisney original cute children animated computeranimation disneyanimatedfeature catastrophe animation kidsandfamily
View from the Top (2003),['brunobarreto'],"['gwynethpaltrow', 'christinaapplegate', 'markruffalo']",2.72826,tt0264150,6252,731.0,"['pg-13', 'original', 'girliemovie', 'shallow', 'romantic', 'destiny', 'brainwashing', 'lovestory', 'happyending', 'catastrophe']",brunobarreto gwynethpaltrow christinaapplegate markruffalopg-13 original girliemovie shallow romantic destiny brainwashing lovestory happyending catastrophe
Down and Out with the Dolls (2001),['kurtvoss'],"['zoëpoledouris', 'kinniestarr', 'nicolebarrett']",2.5,tt0283323,6253,2.0,[],kurtvoss zoëpoledouris kinniestarr nicolebarrett
"Awful Truth, The (1937)",['leomccarey'],"['carygrant', 'irenedunne', 'ralphbellamy']",3.85979,tt0028597,6254,709.0,"['screwball', 'original', 'blackandwhite', 'adaptedfrom:book', 'marriage', 'newyorkcity', '1930s', 'divorce', 'imdbtop250', 'criterion']",leomccarey carygrant irenedunne ralphbellamyscrewball original blackandwhite adaptedfrom:book marriage newyorkcity 1930s divorce imdbtop250 criterion
"Bible, The (a.k.a. Bible... In the Beginning, The) (1966)",['johnhuston'],"['michaelparks', 'ullabergryd', 'richardharris']",2.77397,tt0060164,6255,71.0,"['islam', 'christianity', 'israel', 'biblical', 'basedonabook', 'christian', 'catastrophe', 'animals', 'life&death', 'religion']",johnhuston michaelparks ullabergryd richardharrisislam christianity israel biblical basedonabook christian catastrophe animals life&death religion
"House with Laughing Windows, The (Casa dalle finestre che ridono, La) (1976)",['pupiavati'],['linocapolicchio'],3.33594,tt0074287,6256,53.0,[],pupiavati linocapolicchio
I Am Curious (Yellow) (Jag är nyfiken - en film i gult) (1967),['vilgotsjöman'],"['lenanyman', 'vilgotsjöman', 'börjeahlstedt']",3.028,tt0061834,6257,114.0,"['adolescence', 'controversial', 'revolution', 'censorship', 'pornography', 'original', 'artistic', 'sexual', 'spain', 'art']",vilgotsjöman lenanyman vilgotsjöman börjeahlstedtadolescence controversial revolution censorship pornography original artistic sexual spain art
"Dames du Bois de Boulogne, Les (Ladies of the Bois de Boulogne, The) (Ladies of the Park) (1945)",['robertbresson'],"['paulbernard', 'maríacasares', 'elinalabourdette']",3.49495,tt0037630,6258,92.0,"['adolescence', 'bankrobbery', 'courage', 'islam', 'freespeech', 'marriage', 'drinking', 'downbeat', 'poverty', 'israel']",robertbresson paulbernard maríacasares elinalabourdetteadolescence bankrobbery courage islam freespeech marriage drinking downbeat poverty israel
My Friend Flicka (1943),['haroldd.schuster'],"['roddymcdowall', 'prestonfoster', 'ritajohnson']",3.11538,tt0036182,6259,99.0,"['pg-13', 'original', 'horses', 'catastrophe', 'oscar(bestsupportingactress)']",haroldd.schuster roddymcdowall prestonfoster ritajohnsonpg-13 original horses catastrophe oscar(bestsupportingactress)
"Robe, The (1953)",['henrykoster'],"['richardburton', 'jeansimmons', 'victormature']",3.1134,tt0046247,6260,190.0,"['pg-13', 'books', 'original', 'islam', 'christianity', 'earnest', 'good', 'israel', 'biblical', 'redemption']",henrykoster richardburton jeansimmons victormaturepg-13 books original islam christianity earnest good israel biblical redemption
Wind (1992),['carrollballard'],"['mathewmodine', 'jennifergrey', 'cliffrobertson']",3.1875,tt0105824,6261,96.0,"['realisticaction', 'indians', 'original', 'photography', 'courage', 'australia', 'islam', 'earnest', 'australian', 'technology']",carrollballard mathewmodine jennifergrey cliffrobertsonrealisticaction indians original photography courage australia islam earnest australian technology
Unknown Pleasures (Ren xiao yao) (2002),['zhangkejia'],"['weiweizhao', 'qiongwu', 'qingfengzhou']",3.36585,tt0318025,6262,36.0,[],zhangkejia weiweizhao qiongwu qingfengzhou
Basic (2003),['johnmctiernan'],"['johntravolta', 'connienielsen', 'samuell.jackson']",3.1882,tt0264395,6263,1238.0,"['mystery', 'pg-13', 'detective', 'original', 'secrets', 'plottwist', 'twistending', 'good', 'conspiracy', 'military']",johnmctiernan johntravolta connienielsen samuell.jacksonmystery pg-13 detective original secrets plottwist twistending good conspiracy military
"Core, The (2003)",['jonamiel'],"['christophershyer', 'aaroneckhart', 'hilaryswank']",2.6311,tt0298814,6264,2494.0,"['pg-13', 'original', 'unrealistic', 'scifi', 'basedonavideogame', 'clones', 'badcgi', 'specialeffects', 'sci-fi', 'disaster']",jonamiel christophershyer aaroneckhart hilaryswankpg-13 original unrealistic scifi basedonavideogame clones badcgi specialeffects sci-fi disaster
Head of State (2003),['chrisrock'],"['chrisrock', 'berniemac', 'dylanbaker']",2.73855,tt0325537,6265,587.0,"['pg-13', 'original', 'funny', 'comedy', 'good', 'politics', 'catastrophe', 'stereotypes']",chrisrock chrisrock berniemac dylanbakerpg-13 original funny comedy good politics catastrophe stereotypes
What a Girl Wants (2003),['denniegordon'],"['amandabynes', 'colinfirth']",3.1184,tt0286788,6266,1505.0,"['pg-13', 'england', 'girliemovie', 'parenthood', 'romantic', 'teens', 'teenagers', 'teenmovie', 'british', 'teen']",denniegordon amandabynes colinfirthpg-13 england girliemovie parenthood romantic teens teenagers teenmovie british teen
Assassination Tango (2002),['robertduvall'],"['robertduvall', 'rubénblades', 'kathybaker']",2.91919,tt0283897,6267,98.0,"['hallucinatory', 'original', 'art', 'romantic', 'drinking', 'dance', 'lovestory', 'storytelling', 'catastrophe', 'oscar(bestsupportingactress)']",robertduvall robertduvall rubénblades kathybakerhallucinatory original art romantic drinking dance lovestory storytelling catastrophe oscar(bestsupportingactress)
Raising Victor Vargas (2002),['petersollett'],"['victorrasuk', 'judymarte', 'meloniediaz']",3.69713,tt0316188,6268,480.0,"['adolescence', 'pg-13', 'books', 'original', 'dramatic', 'goodsoundtrack', 'beautifullyfilmed', 'veryinteresting', 'teens', 'affectionate']",petersollett victorrasuk judymarte meloniediazadolescence pg-13 books original dramatic goodsoundtrack beautifullyfilmed veryinteresting teens affectionate
Stevie (2002),['stevejames'],"['stevejames', 'stephenfielding', 'tonyagregory']",3.89508,tt0334416,6269,379.0,"['humanity', 'pg-13', 'original', 'dramatic', 'secrets', 'heartbreaking', 'workingclass', 'tragedy', 'art', 'weird']",stevejames stevejames stephenfielding tonyagregoryhumanity pg-13 original dramatic secrets heartbreaking workingclass tragedy art weird
Akira Kurosawa's Dreams (Dreams) (1990),['akirakurosawa'],"['akiraterao', 'mitsukobaisho', 'toshienegishi']",3.88593,tt0100998,6270,859.0,"['adolescence', 'original', 'stunning', 'japan', 'beautifullyfilmed', 'japanese', 'art', 'weird', 'veryinteresting', 'dreams']",akirakurosawa akiraterao mitsukobaisho toshienegishiadolescence original stunning japan beautifullyfilmed japanese art weird veryinteresting dreams
Day for Night (La Nuit Américaine) (1973),['françoistruffaut'],"['jacquelinebisset', 'jean-pierreléaud', 'françoistruffaut']",3.93852,tt0070460,6271,624.0,"['cultclassic', 'midlifecrisis', 'pg-13', 'books', 'obsession', 'cheating', 'original', 'dramatic', 'secrets', 'runaway']",françoistruffaut jacquelinebisset jean-pierreléaud françoistruffautcultclassic midlifecrisis pg-13 books obsession cheating original dramatic secrets runaway
Eye of God (1997),['timblakenelson'],"['marykayplace', 'nickstahl', 'chrisfreihofer']",3.4386,tt0116261,6272,57.0,[],timblakenelson marykayplace nickstahl chrisfreihofer
In a Lonely Place (1950),['nicholasray'],"['humphreybogart', 'gloriagrahame', 'franklovejoy']",3.95687,tt0042593,6273,572.0,"['mystery', 'guilt', 'noir', 'original', 'blackandwhite', 'secrets', 'tragedy', 'noirthriller', 'cynical', 'marriage']",nicholasray humphreybogart gloriagrahame franklovejoymystery guilt noir original blackandwhite secrets tragedy noirthriller cynical marriage
Physical Evidence (1989),['michaelcrichton'],"['burtreynolds', 'theresarussell', 'nedbeatty']",2.35417,tt0098093,6274,22.0,[],michaelcrichton burtreynolds theresarussell nedbeatty
Square Dance (1987),['danielpetrie'],"['jasonrobards', 'janealexander', 'winonaryder']",2.45455,tt0094020,6275,21.0,[],danielpetrie jasonrobards janealexander winonaryder
Wake of the Red Witch (1948),['edwardludwig'],"['johnwayne', 'gailrussell', 'gigyoung']",3.21875,tt0040946,6276,48.0,[],edwardludwig johnwayne gailrussell gigyoung
Winter Kills (1979),['williamrichert'],"['jeffbridges', 'johnhuston', 'anthonyperkins']",3.17308,tt0080139,6277,51.0,[],williamrichert jeffbridges johnhuston anthonyperkins
Fellini: I'm a Born Liar (Fellini: Je Suis um Grand Menteur) (2001),['damianpettigrew'],"['robertobenigni', 'luigibenzi', 'italocalvino']",3.15909,tt0314062,6278,21.0,[],damianpettigrew robertobenigni luigibenzi italocalvino
"Good Thief, The (2002)",['neiljordan'],"['nicknolte', 'nutsakukhianidze', 'ouassiniembarek']",3.3515,tt0281820,6279,460.0,"['pg-13', 'hitmen', 'original', 'entirelydialogue', 'goodsoundtrack', 'bankrobbery', 'heist', 'organizedcrime', 'casino', 'caper']",neiljordan nicknolte nutsakukhianidze ouassiniembarekpg-13 hitmen original entirelydialogue goodsoundtrack bankrobbery heist organizedcrime casino caper
"Man Apart, A (2003)",['f.garygray'],"['vindiesel', 'aliceamter', 'jimboeke']",2.88209,tt0266465,6280,613.0,"['pg-13', 'original', 'basedonavideogame', 'good', 'violence', 'catastrophe', 'vigilante', 'undercovercop', 'revenge', 'action']",f.garygray vindiesel aliceamter jimboekepg-13 original basedonavideogame good violence catastrophe vigilante undercovercop revenge action
Phone Booth (2002),['joelschumacher'],"['colinfarrell', 'kiefersutherland', 'forestwhitaker']",3.35431,tt0183649,6281,7843.0,"['intense', 'pg-13', 'original', 'secrets', 'goodsoundtrack', 'thriller', 'good', 'claustrophobic', 'suspense', 'happyending']",joelschumacher colinfarrell kiefersutherland forestwhitakerintense pg-13 original secrets goodsoundtrack thriller good claustrophobic suspense happyending
Cet amour-là (2001),['joséedayan'],"['jeannemoreau', 'aymericdemarigny', 'christianerorato']",2.3,tt0277622,6282,10.0,[],joséedayan jeannemoreau aymericdemarigny christianerorato
Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),['shinichirôwatanabe'],"['kôichiyamadera', 'aikobayashi', 'unshôishizuka']",3.90181,tt0275277,6283,3674.0,"['anime', 'dystopicfuture', 'visuallystunning', 'original', 'stunning', 'future', 'space', 'distopia', 'nocturnal', 'visual']",shinichirôwatanabe kôichiyamadera aikobayashi unshôishizukaanime dystopicfuture visuallystunning original stunning future space distopia nocturnal visual
DysFunktional Family (2003),['georgegallo'],"['eddiegriffin', 'joehoward', 'matthewbrent']",2.47674,tt0337996,6284,43.0,[],georgegallo eddiegriffin joehoward matthewbrent
Levity (2003),['edsolomon'],"['billybobthornton', 'morganfreeman', 'hollyhunter']",3.32692,tt0304328,6285,138.0,"['books', 'original', 'prison', 'bankrobbery', 'islam', 'drinking', 'teens', 'good', 'irishaccent', 'lovestory']",edsolomon billybobthornton morganfreeman hollyhunterbooks original prison bankrobbery islam drinking teens good irishaccent lovestory
